 | S: 13.78 | T: 1.100 | N: 2.69 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 1554.07 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1554.14 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.91 3.86 5.00 
 | S: 1554.21 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1554.28 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1554.35 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1554.42 | T: 1.100 | N: 2.82 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1554.49 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1554.56 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.91 3.86 5.00 
 | S: 1554.63 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.91 3.86 5.00 
 | S: 1554.70 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.91 3.86 5.00 
 | S: 1554.77 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1554.84 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1554.91 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1554.98 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.91 3.86 5.00 
 | S: 1555.05 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.12 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.18 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 4.99 
 | S: 1555.25 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.32 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.39 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.46 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.53 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.60 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.67 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.91 3.86 5.00 
 | S: 1555.74 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.81 | T: 1.100 | N: 2.82 | P: 4.06 | A: 3.91 3.86 5.00 
 | S: 1555.88 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1555.95 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1556.02 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1556.09 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1556.16 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1556.23 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1556.30 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1556.37 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1556.44 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1556.51 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1556.58 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1556.65 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1556.72 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1556.79 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 4.99 
 | S: 1556.86 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1556.93 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1557.00 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1557.07 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1557.14 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1557.21 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1557.27 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1557.34 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1557.41 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1557.48 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1557.55 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1557.62 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1557.69 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.91 3.86 5.00 
 | S: 1557.76 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1557.83 | T: 1.100 | N: 2.82 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1557.90 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1557.97 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.04 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.11 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.18 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1558.25 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.32 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1558.39 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.46 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.53 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.60 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.67 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.91 3.86 5.00 
 | S: 1558.74 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.81 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.88 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1558.95 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1559.02 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1559.09 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1559.16 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1559.23 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1559.30 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1559.37 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1559.44 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1559.51 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1559.57 | T: 1.100 | N: 2.82 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1559.64 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1559.71 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1559.78 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1559.85 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1559.92 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.87 5.00 
 | S: 1559.99 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1560.06 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1560.13 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1560.20 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1560.27 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1560.34 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1560.41 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1560.48 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1560.55 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1560.62 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.87 5.00 
 | S: 1560.69 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1560.76 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1560.83 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.87 5.00 
 | S: 1560.90 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 4.99 
 | S: 1560.97 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1561.04 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.11 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.18 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.25 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 4.99 
 | S: 1561.32 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.39 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.46 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.86 5.00 
 | S: 1561.53 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.60 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 4.99 
 | S: 1561.66 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.73 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.80 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.87 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1561.94 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 4.99 
 | S: 1562.01 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1562.08 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.87 5.00 
 | S: 1562.15 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1562.22 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.87 5.00 
 | S: 1562.29 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1562.36 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1562.43 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1562.50 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1562.57 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.86 5.00 
 | S: 1562.64 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1562.71 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1562.78 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1562.85 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1562.92 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1562.99 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1563.06 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1563.13 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.87 5.00 
 | S: 1563.20 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1563.27 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1563.34 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1563.41 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1563.48 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1563.55 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1563.62 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1563.69 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1563.76 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1563.83 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1563.89 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1563.96 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.87 5.00 
 | S: 1564.03 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1564.10 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1564.17 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1564.24 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1564.31 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.86 5.00 
 | S: 1564.38 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1564.45 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1564.52 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1564.59 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1564.66 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.92 3.87 5.00 
 | S: 1564.73 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1564.80 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1564.87 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1564.94 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1565.01 | T: 1.100 | N: 2.82 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1565.08 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.93 3.87 5.00 
 | S: 1565.15 | T: 1.100 | N: 2.81 | P: 4.04 | A: 3.93 3.87 5.00 
 | S: 1565.22 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1565.29 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1565.36 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1565.43 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1565.50 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1565.57 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1565.64 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1565.71 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1565.78 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1565.85 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 4.99 
 | S: 1565.92 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.93 3.87 5.00 
 | S: 1565.98 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.05 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.12 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.19 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.26 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.33 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.40 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.47 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.54 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.61 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1566.68 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.75 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.82 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.89 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1566.96 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1567.03 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.10 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.17 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.24 | T: 1.100 | N: 2.81 | P: 4.04 | A: 3.93 3.87 5.00 
 | S: 1567.31 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1567.38 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.45 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.52 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.59 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.66 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.73 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.80 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.87 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1567.94 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.01 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1568.08 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.15 | T: 1.100 | N: 2.81 | P: 4.06 | A: 3.93 3.87 5.00 
 | S: 1568.22 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.28 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.35 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1568.42 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.49 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.56 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.63 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.70 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1568.77 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.84 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 4.99 
 | S: 1568.91 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1568.98 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.92 3.87 5.00 
 | S: 1569.05 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.12 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 4.99 
 | S: 1569.19 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.26 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.33 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.40 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1569.47 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.54 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1569.61 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.68 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.75 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.82 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.89 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1569.96 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1570.03 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1570.10 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1570.17 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1570.24 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.87 5.00 
 | S: 1570.31 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1570.37 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1570.44 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1570.51 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.87 5.00 
 | S: 1570.58 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1570.65 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.88 5.00 
 | S: 1570.72 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1570.79 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1570.86 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.87 5.00 
 | S: 1570.93 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1571.00 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1571.07 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1571.14 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1571.21 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1571.28 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1571.35 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1571.42 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1571.49 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1571.56 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1571.63 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.88 5.00 
 | S: 1571.70 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1571.77 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1571.84 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1571.91 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1571.98 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1572.05 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1572.12 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1572.19 | T: 1.100 | N: 2.81 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1572.26 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.94 3.88 5.00 
 | S: 1572.33 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.88 5.00 
 | S: 1572.40 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1572.47 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1572.54 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1572.61 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1572.67 | T: 1.100 | N: 2.80 | P: 4.06 | A: 3.93 3.88 5.00 
 | S: 1572.74 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1572.81 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1572.88 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
 | S: 1572.95 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.87 5.00 
 | S: 1573.02 | T: 1.100 | N: 2.80 | P: 4.05 | A: 3.93 3.88 5.00 
